Kitap Adı,Yazar,Puan,Türler,Çevirmen,Okunma Sayısı,Begeni Sayısı,Bkmkitap,Kitapyurdu,Erkek,Kadın,Tahmini Okuma Süresi,Sayfa Sayısı,Basım Tarihi,İlk Yayın Tarihi,Yayınevi,Editör,Tasarımcı,Derleyen,Çizer
Soğuk Kahve,Ahmet Batman,6.1,"['Edebiyat', 'Deneme-İnceleme']",,14500,2087,140.0,,18.400000000000006,81.6,381,224,2013,0,Destek Yayınları,,,,
Grapon Kâğıtları,Didem Madak,8.4,"['Edebiyat', 'Şiir']",,14500,3365,68.8,62.2,23.5,76.5,122,72,2012,2000,Metis Yayıncılık,,,,
Küçük Mucizeler Dükkanı,Debbie Macomber,7.9,"['Roman', 'Edebiyat']",Ozan Aydın,14500,100,177.0,,7.5,92.5,816,480,2018,0,Martı Yayınları,Şahin Güç,Yasin Öksüz,,
Siyah Lale,Alexandre Dumas,8.6,"['Roman', 'Dünya Klasikleri', 'Edebiyat']",Volkan Yalçıntoklu,14500,2978,32.5,38.75,29.599999999999994,70.4,384,226,2023,1850,Türkiye İş Bankası Kültür Yayınları,,,,
Karantina: Mahşerin Dört Atlısının Hikayesi — Üçüncü Perde,Beyza Alkoç,7.6,"['Edebiyat', 'Roman']",,14400,3462,173.4,104.78,5.299999999999997,94.7,571,336,2018,2018,İndigo Kitap,Büşra Kanoğlu,Yasin Öksüz,,
Toplum Sözleşmesi,Jean-Jacques Rousseau,8.0,"['Dünya Klasikleri', 'Felsefe-Düşünce', 'Hukuk', 'İnsan ve Toplum']",Vedat Günyol,14300,2828,29.9,31.0,54.3,45.7,231,136,2019,1762,Türkiye İş Bankası Kültür Yayınları,,,,
Hobbit,J. R. R. Tolkien,8.9,"['Edebiyat', 'Fantastik', 'Roman']",Gamze Sarı,14300,4194,168.0,176.4,49.7,50.3,571,336,2019,1937,İthaki Yayınları,,,,
Günahın Üç Rengi,Gülseren Budayıcıoğlu,8.3,"['Anlatı', 'Edebiyat', 'Hikaye (Öykü)', 'Psikoloji']",,14300,3281,102.95,101.5,11.900000000000006,88.1,486,286,2013,0,Remzi Kitabevi,,,,
Göğü Delen Adam,Erich Scheurmann,8.2,"['İnsan ve Toplum', 'Sosyoloji', 'Anlatı']",Levent Tayla,14200,3318,75.0,72.2,34.900000000000006,65.1,190,112,2020,0,Ayrıntı Yayınları,,Gökçe Alper,,
Cerrah,Tess Gerritsen,8.6,"['Roman', 'Polisiye', 'Edebiyat', 'Korku-Gerilim']",Ali Cevat Akkoyunlu,14200,325,,,27.900000000000006,72.1,639,376,2018,2001,Doğan Kitap,,,,
Mustafa Kemal,Yılmaz Özdil,9.1,"['Araştırma-İnceleme', 'Siyaset-Politika', 'Tarih']",,14200,4397,150.0,214.5,42.2,57.8,884,520,2018,0,Kırmızı Kedi Yayınevi,Çağlayan Çevik,Cüneyt Çomoğlu,,
Yalnızlık Paylaşılmaz,Özdemir Asaf,8.4,"['Edebiyat', 'Şiir']",,14100,3032,58.5,54.45,28.799999999999997,71.2,204,120,2021,1978,Yapı Kredi Yayınları,,,,
Sıfır Noktasındaki Kadın,Nevâl El-Seddavi,8.5,"['Biyografi', 'Roman', 'Edebiyat']",Selma Demiröz,14100,3204,50.82,86.4,14.099999999999994,85.9,190,112,2016,1977,Metis Yayınları,,,,
Clarissa,Stefan Zweig,7.9,"['Roman', 'Dünya Klasikleri', 'Edebiyat']",Gülperi Sert,14100,2914,31.2,37.2,21.299999999999997,78.7,313,184,2017,1981,Türkiye İş Bankası Kültür Yayınları,,,,
Kuşlar da Gitti,Yaşar Kemal,7.7,"['Roman', 'Edebiyat']",,14100,2673,61.75,57.2,33.900000000000006,66.1,134,79,2022,1978,Yapı Kredi Yayınları,,,,
Küçük Kadınlar,Louisa May Alcott,8.2,"['Dünya Klasikleri', 'Edebiyat', 'Roman']",Cevdet Serbest,14000,2822,35.1,49.6,7.099999999999994,92.9,558,328,2020,1868,Türkiye İş Bankası Kültür Yayınları,Damla Göl,,,
Daha,Hakan Günday,8.6,"['Roman', 'Edebiyat', 'Yeraltı Edebiyatı']",,14000,3516,218.4,185.13,39.2,60.8,714,420,2023,2013,Doğan Kitap,,,,
Faust,Johann Wolfgang Von Goethe,8.2,"['Dünya Klasikleri', 'Felsefe-Düşünce', 'Tiyatro', 'Senaryo-Oyun']",Celal Öner,14000,2707,73.5,27.3,44.8,55.2,554,326,2012,1832,Oda Yayınları,,,,
Akhilleus’un Şarkısı,Madeline Miller,8.7,"['Edebiyat', 'Fantastik', 'Mitolojiler', 'Roman']",Seda Çıngay,14000,3819,150.0,157.5,18.900000000000006,81.1,639,376,2020,2011,İthaki Yayınları,,,,
Son Kamelya,Sarah Jio,8.5,"['Roman', 'Aşk', 'Edebiyat']",Ayhan Ece Şirin,13900,2733,81.65,80.5,7.900000000000006,92.1,598,352,2014,2013,Arkadya Yayınları,,,,
Son Kuşlar,Sait Faik Abasıyanık,7.3,"['Hikaye (Öykü)', 'Edebiyat', 'Türk Klasikleri']",,13900,2466,7.8,9.1,31.900000000000006,68.1,228,134,2019,1952,Türkiye İş Bankası Kültür Yayınları,,,,
Kafamda Bir Tuhaflık,Orhan Pamuk,8.4,"['Edebiyat', 'Roman']",,13800,3264,234.0,216.2,36.7,63.3,833,490,2019,2015,Yapı Kredi Yayınları,,,,
Tatar Çölü,Dino Buzzati,8.3,"['Edebiyat', 'Roman']",Hülya Uğur Tanrıöver,13700,3588,156.0,139.85,37.2,62.8,394,232,2018,1940,İletişim Yayınevi,,,,
Elif Gibi Sevmek 1,Hikmet Anıl Öztekin,7.5,"['Aşk', 'Din (İslam)', 'Şiir', 'Tasavvuf-Mezhepler-Tarikatlar']",,13700,2567,8.33,,24.299999999999997,75.7,326,192,2017,2014,Hayy Kitap,Caner Yaman,,,
Komünist Manifesto,Friedrich Engels,7.6,"['Siyaset-Politika', 'Felsefe-Düşünce', 'İnsan ve Toplum', 'Sosyoloji']",Nur Deriş,13700,2329,65.0,54.38,58.4,41.6,231,136,2019,1848,Can Yayınları,,,,
Aşkın Metafiziği,Arthur Schopenhauer,6.9,"['Felsefe-Düşünce', 'Kadın-Erkek', 'İnsan ve Toplum', 'Aile (Kadın, Erkek ve Çocuk)']",Veysel Atayman,13700,2528,75.0,3.66,49.9,50.1,136,80,2018,1818,Ayrıntı Yayınları,,,,
Küçük Şeyler,Samipaşazade Sezai,7.4,"['Hikaye (Öykü)', 'Edebiyat', 'Türk Klasikleri']",,13700,2143,20.8,20.15,24.799999999999997,75.2,126,74,2023,1891,Türkiye İş Bankası Kültür Yayınları,,,,
Mutlu Olma Sanatı,Arthur Schopenhauer,7.6,"['Dünya Klasikleri', 'Felsefe-Düşünce', 'İnsan ve Toplum']",Şebnem Sunar,13600,2449,48.75,42.78,31.099999999999994,68.9,95,56,2020,2003,Can Yayınları,,,,
Mucize,R. J. Palacio,8.6,"['Çocuk', 'Edebiyat', 'Gençlik', 'Roman']",Berna Sirman,13600,3391,274.45,261.98,12.700000000000003,87.3,571,336,2016,2012,Pegasus Yayınları,,,,
Seninle Başlamadı,Mark Wolynn,8.0,"['Araştırma-İnceleme', 'Psikoloji']",Mine Madenoğlu,13500,3042,175.7,,12.700000000000003,87.3,471,277,2022,2016,Sola Yayınları,,,,
İhanet Noktası,Dan Brown,8.4,"['Roman', 'Polisiye', 'Edebiyat']",Petek Demir,13500,2619,327.25,276.25,39.6,60.4,869,511,2005,0,Altın Kitaplar,,,,
Suzan Defter,Ayfer Tunç,8.1,"['Roman', 'Edebiyat']",,13500,3153,78.0,85.0,13.0,87.0,218,128,2022,0,Can Yayınları,,,,
Yaşar Ne Yaşar Ne Yaşamaz,Aziz Nesin,8.6,"['Edebiyat', 'Eğlence-Mizah', 'Roman']",,13400,2824,108.77,89.4,38.2,61.8,583,343,2008,1980,Nesin Yayınevi,,,,
Ustalık Gerektiren Kafaya Takmama Sanatı,Mark Manson,7.1,"['Eğitim', 'Felsefe-Düşünce', 'Kişisel Gelişim', 'Psikoloji']",,13400,2622,167.7,154.8,30.5,69.5,340,200,2017,2016,Butik Yayınları,,,,
Ya Tahammül Ya Sefer,Mustafa Kutlu,7.8,"['Edebiyat', 'Hikaye (Öykü)']",,13400,2558,75.0,65.0,29.200000000000003,70.8,211,124,2013,0,Dergâh Yayınları,,,,
Dinle Küçük Adam,Wilhelm Reich,8.1,"['Felsefe-Düşünce', 'Psikoloji', 'Deneme-İnceleme', 'İnsan ve Toplum']",Uğur Gülsün,13300,3359,20.8,28.0,34.3,65.7,272,160,2012,1974,Avrupa Yakası Yayınları,,,,
Ölüme Fısıldayan Adam,Büşra Yılmaz,7.3,"['Aşk', 'Edebiyat', 'Roman']",,13300,3674,206.25,267.19,6.5,93.5,721,424,2020,2016,Epsilon Yayınları,,,,
Kayıp Gül,Serdar Özkan,7.2,"['Edebiyat', 'Roman']",,13300,1864,55.25,61.2,13.700000000000003,86.3,349,205,2012,0,Timaş Yayınları,,,,
Yaşıyoruz Sessizce,Şükrü Erbaş,8.7,"['Edebiyat', 'Şiir']",,13200,3358,70.0,60.0,23.5,76.5,143,84,2016,0,Kırmızı Kedi Yayınevi,,,,
Kum ve Köpük,Halil Cibran,7.8,"['Dünya Klasikleri', 'Felsefe-Düşünce', 'Edebiyat', 'İnsan ve Toplum', 'Özlü Sözler-Duvar Yazıları']",Kenan Sarıalioğlu,13200,2691,28.6,20.15,31.099999999999994,68.9,141,83,2020,1926,Türkiye İş Bankası Kültür Yayınları,Gamze Varım,,,
Kafes,Josh Malerman,8.3,"['Roman', 'Edebiyat', 'Korku-Gerilim']",Aslı Dağlı,13200,3351,136.5,146.25,24.0,76.0,571,336,2018,2014,İthaki Yayınları,,,,
Sevdalinka,Ayşe Kulin,8.3,"['Edebiyat', 'Roman']",,13100,2317,178.75,178.95,19.099999999999994,80.9,578,340,2020,2016,Everest Yayınları,,Utku Lomlu,,
Sherlock Holmes - Akıl Oyunlarının Gölgesinde,Arthur Conan Doyle,8.5,"['Hikaye (Öykü)', 'Polisiye', 'Edebiyat']",Cumhur Mısırlıoğlu,13000,2318,19.5,15.5,39.4,60.6,653,384,2020,1892,Martı Yayınları,Gamze Büyükkaya,Yasin Öksüz,,
Oz Büyücüsü,L. Frank Baum,8.2,"['Roman', 'Dünya Klasikleri', 'Fantastik', 'Edebiyat']",Volkan Yalçıntoklu,13000,2544,29.9,29.45,22.900000000000006,77.1,245,144,2022,1900,Türkiye İş Bankası Kültür Yayınları,Damla Göl,,,
Kadınlar Ülkesi,Charlotte Perkins Gilman,7.2,"['Roman', 'Bilim-Kurgu', 'Edebiyat']",Sevda Deniz Karali,12900,2336,30.25,94.5,10.5,89.5,367,216,2018,1915,İthaki Yayınları,,,,
Gülün Adı,Umberto Eco,8.4,"['Diğer İnançlar', 'Edebiyat', 'Polisiye', 'Roman', 'Tarih']",Şadan Karadeniz,12800,3653,273.0,186.14,32.900000000000006,67.1,1251,736,2020,1988,Can Yayınları,,,,
Aeden,Akilah Azra Kohen,8.6,"['Edebiyat', 'Roman']",,12800,4047,281.25,239.3,19.799999999999997,80.2,1047,616,2016,0,Destek Yayınları,,,,
Gölgesizler,Hasan Ali Toptaş,7.6,"['Edebiyat', 'Roman']",,12800,3088,55.25,61.2,25.700000000000003,74.3,435,256,2020,2000,Everest Yayınları,,,,
Kitap Hırsızı,Markus Zusak,8.6,"['Roman', 'Edebiyat']",Selim Yeniçeri,12800,3796,197.5,186.64,23.5,76.5,976,574,2012,2005,Martı Kitabevi,,,,
Bilinçaltının Gücü,Joseph Murphy,8.0,"['Psikoloji', 'Kişisel Gelişim', 'İnsan ve Toplum']",Aslı Şimşek,12700,2917,78.4,98.95,27.400000000000006,72.6,490,288,2009,1964,Koridor Yayıncılık,,,,
Mülksüzler,Ursula K. Le Guin,8.3,"['Roman', 'Bilim-Kurgu', 'Edebiyat']",Levent Mollamustafaoğlu,12700,3673,190.4,169.5,33.5,66.5,585,344,2021,1974,Metis Yayınları,,,,
Karantina: Mahşerin Dört Atlısının Hikayesi/Dördüncü Perde,Beyza Alkoç,7.6,"['Aşk', 'Edebiyat', 'Gençlik', 'Roman']",,12600,2596,143.4,,5.599999999999994,94.4,571,336,2019,2019,İndigo Kitap,Ayşe Nur Buğalı,Yasin Öksüz,,
Sokak Nöbetçileri,Aslı Arslan,8.6,"['Roman', 'Edebiyat', 'Gençlik']",,12600,3433,173.4,58.65,4.200000000000003,95.8,1224,720,2021,0,İndigo Kitap,Burcu Karatepe,Tugay Doğrayıcı,,
Pi,Akilah Azra Kohen,8.1,"['Roman', 'Edebiyat']",,12500,2730,,,20.0,80.0,1197,704,2015,0,Destek Yayınları,,,,
Katip Bartleby,Herman Melville,8.0,"['Hikaye (Öykü)', 'Dünya Klasikleri', 'Edebiyat']",Hamdi Koç,12500,2781,23.4,21.7,39.0,61.0,85,50,2022,1853,Türkiye İş Bankası Kültür Yayınları,,,,
Lâ: Sonsuzluk Hecesi,Nazan Bekiroğlu,8.4,"['Roman', 'Edebiyat', 'Deneme-İnceleme']",,12500,14,210.0,177.95,23.599999999999994,76.4,653,384,2021,2008,Timaş Yayınları,,,,
Kâğıt Ev,Carlos María Domínguez,7.5,"['Roman', 'Edebiyat']",Seda Ersavcı,12500,2665,65.0,60.1,21.700000000000003,78.3,153,90,2020,2002,Jaguar Kitap,,,,
Üstü Kalsın,Cemal Süreya,7.9,"['Edebiyat', 'Şiir']",,12500,2460,,,31.099999999999994,68.9,204,120,2021,2008,Yapı Kredi Yayınları,Selahattin Özpalabıyıklar,,Doğan Hızlan,
Ustam ve Ben,Elif Şafak,8.3,"['Edebiyat', 'Roman']",Omca Korugan,12400,2509,288.6,244.76,21.700000000000003,78.3,816,480,2013,0,Doğan Kitap,,,,
Homo Deus: Yarının Kısa Bir Tarihi,Yuval Noah Harari,8.4,"['Araştırma-İnceleme', 'Tarih', 'Felsefe-Düşünce', 'İnsan ve Toplum']",Poyzan Nur Taneli,12400,3518,181.05,265.55,58.9,41.1,775,456,2017,2015,Kolektif Kitap,,,,
Siyah Kan,Jean-Christophe Grangé,8.6,"['Edebiyat', 'Korku-Gerilim', 'Macera-Aksiyon', 'Polisiye', 'Roman']",Şevket Deniz,12400,2851,230.1,195.14,38.1,61.9,779,458,2015,0,Doğan Kitap,,,,
Mavi Kuş,Mustafa Kutlu,8.0,"['Edebiyat', 'Hikaye (Öykü)']",,12300,11,135.0,117.0,17.099999999999994,82.9,359,211,2011,0,Dergâh Yayınları,,,,
Uçurtmayı Vurmasınlar,Feride Çiçekoğlu,8.6,"['Roman', 'Edebiyat']",,12300,2960,104.0,78.2,20.900000000000006,79.1,177,104,2022,1986,Can Yayınları,,,,
Denizler Altında 20.000 Fersah,Jules Verne,8.4,"['Roman', 'Dünya Klasikleri', 'Bilim-Kurgu', 'Edebiyat']",Gamze Özdemir,6500,1446,7.0,18.6,49.9,50.1,61,36,2022,1869,Erdem Çocuk,Antonis Papatheodoulou,,,İris Samartzi
Yaşamın Ucuna Yolculuk,Tezer Özlü,8.2,"['Edebiyat', 'Anlatı']",,12300,2657,58.5,54.2,27.799999999999997,72.2,218,128,2021,1983,Yapı Kredi Yayınları,,,,
Çanlar Kimin İçin Çalıyor,Ernest Hemingway,8.3,"['Roman', 'Edebiyat']",Erol Mutlu,12200,2774,292.0,240.0,45.3,54.7,1061,624,2023,1940,Bilgi Yayınevi,,,,
Fısıltı,Becca Fitzpatrick,7.9,"['Aşk', 'Edebiyat', 'Fantastik', 'Roman']",Sevinç Seyla Tezcan,12200,2363,219.45,219.45,6.599999999999994,93.4,707,416,2015,2009,Pegasus Yayıncılık,,,,
Ölüm Bir Varmış Bir Yokmuş,José Saramago,7.8,"['Edebiyat', 'Roman']",Mehmet Necati Kutlu,12100,2760,161.0,132.5,32.7,67.3,401,236,2020,2012,Kırmızı Kedi Yayınevi,Mert Tanaydın,Ayşe Nur Ataysoy,,
Sıfır Kilometre,Beyza Alkoç,8.0,"['Aşk', 'Edebiyat', 'Gençlik', 'Roman']",,12100,2692,143.4,,5.299999999999997,94.7,612,360,2019,0,İndigo Kitap,,,,
Sherlock Holmes - Dörtlerin İmzası,Arthur Conan Doyle,8.4,"['Dünya Klasikleri', 'Edebiyat', 'Polisiye', 'Roman']",Deniz Güldürmez,12100,2316,42.5,8.99,43.1,56.9,354,208,2017,1890,Ren Yayınları,,,,
Semaver,Sait Faik Abasıyanık,7.4,"['Hikaye (Öykü)', 'Edebiyat']",,12100,1965,50.7,41.25,29.599999999999994,70.4,235,138,2019,1951,İş Bankası Kültür Yayınları,,,,
Dune,Frank Herbert,9.2,"['Roman', 'Dünya Klasikleri', 'Bilim-Kurgu', 'Edebiyat']",Dost Körpe,12100,4209,234.0,234.2,44.7,55.3,1210,712,2021,1965,İthaki Yayınları,Alican Saygı Ortanca,,,
Sırça Fanus,Sylvia Plath,7.8,"['Edebiyat', 'Roman']",Handan Saraç,12100,2545,140.0,115.5,16.0,84.0,435,256,2019,1971,Kırmızı Kedi Yayınevi,Mert Tanaydın,Ayşe Nur Ataysoy,,
Hayır Diyebilme Sanatı,Müthiş Psikoloji,7.8,"['Psikoloji', 'Kişisel Gelişim', 'Eğitim', 'İnsan ve Toplum']",,12100,2392,119.0,,25.0,75.0,299,176,2020,0,Destek Yayınları,Özlem Küskü,,,
Hayvan Mezarlığı,Stephen King,8.3,"['Edebiyat', 'Fantastik', 'Korku-Gerilim', 'Roman']",Mehmet Harmancı,12000,2697,127.5,203.7,40.3,59.7,638,375,2019,1984,Altın Kitaplar,,,,
Ateş Yakmak,Jack London,7.7,"['Hikaye (Öykü)', 'Dünya Klasikleri', 'Edebiyat']",Levent Cinemre,12000,2263,13.2,21.7,44.9,55.1,99,58,2023,1902,Türkiye İş Bankası Kültür Yayınları,Damla Göl,,,
Hayata Dön,Gülseren Budayıcıoğlu,8.5,"['Hikaye (Öykü)', 'Psikoloji', 'Edebiyat', 'İnsan ve Toplum', 'Anlatı']",,12000,3257,35.0,171.99,10.400000000000006,89.6,680,400,2020,2011,Remzi Kitabevi,Aslı Güneş,Artun Çinetçi,,
Mihmandar,İskender Pala,8.9,"['Edebiyat', 'Roman', 'Tarih']",,12000,2750,146.25,155.25,34.099999999999994,65.9,680,400,2020,0,Kapı Yayınları,,,,
Darağacında Üç Fidan,Nihat Behram,8.7,"['Anı-Mektup-Günlük', 'Anlatı', 'Biyografi', 'Siyaset-Politika', 'Tarih']",,12000,2296,113.75,110.25,30.5,69.5,377,222,2019,1976,Everest Yayınları,,,,
Mavi Saçlı Kız,Burçak Çerezcioğlu,8.4,"['Anı-Mektup-Günlük', 'Edebiyat', 'Roman']",,12000,1797,130.0,120.22,9.599999999999994,90.4,490,288,2016,0,Yapı Kredi Yayınları,,,,
Deliliğe Övgü,Desiderius Erasmus,7.6,"['Dünya Klasikleri', 'Felsefe-Düşünce', 'İnsan ve Toplum']",Yücel Sivri,11900,2272,27.3,29.45,44.4,55.6,213,125,2023,1509,Türkiye İş Bankası Kültür Yayınları,,,,
Trendeki Kız,Paula Hawkins,7.6,"['Roman', 'Polisiye', 'Edebiyat', 'Korku-Gerilim']",Aslıhan Kuzucan,11900,2312,174.0,182.7,19.700000000000003,80.3,612,360,2020,0,İthaki Yayınları,,Şükrü Karakoç,,
Elveda Güzel Vatanım,Ahmet Ümit,8.5,"['Edebiyat', 'Roman', 'Tarih']",,11900,2905,71.5,254.1,40.1,59.9,949,558,2015,2015,Everest Yayınları,,,,
Nefes Nefese,Ayşe Kulin,8.4,"['Edebiyat', 'Roman']",,11900,2202,211.25,204.75,24.0,76.0,632,372,2013,2002,Everest Yayınları,,,,
Otuz Beş Yaş,Cahit Sıtkı Tarancı,8.4,"['Edebiyat', 'Şiir']",,11800,2369,175.5,121.8,40.7,59.3,476,280,2020,0,Can Yayınları,,,Asım Bezirci,
Beş Şehir,Ahmet Hamdi Tanpınar,7.8,"['Deneme-İnceleme', 'Edebiyat']",,11700,2204,197.0,,38.9,61.1,381,224,2019,0,Dergah Yayınları,,,,
Şeytan Ayrıntıda Gizlidir,Ahmet Ümit,7.5,"['Hikaye (Öykü)', 'Polisiye', 'Edebiyat']",,11700,1740,123.5,114.2,33.0,67.0,340,200,2013,2002,Everest Yayınları,,,,
Zehra,Nabizade Nazım,7.5,"['Roman', 'Edebiyat', 'Türk Klasikleri']",,11700,1683,52.5,31.5,23.099999999999994,76.9,354,208,2018,1894,İskele Yayıncılık,,,,
Yere Yakın Yıldızlara Uzak,Emine Tavuz,7.4,"['Edebiyat', 'Roman']",,11700,2717,119.1,127.18,4.5,95.5,381,224,2019,2019,Epsilon Yayınevi,Yağmur Yavaş,,,
Dört Anlaşma,Don Miguel Ruiz,8.4,"['Felsefe-Düşünce', 'Psikoloji', 'Kişisel Gelişim', 'Parapsikoloji-Spiritüalizm']",Nil Gün,11600,2666,92.3,84.2,19.200000000000003,80.8,207,122,2023,1997,Ötesi Yayıncılık,,,,
Bir Dinozorun Anıları,Mina Urgan,8.7,"['Biyografi', 'Edebiyat', 'Anı-Mektup-Günlük']",,11600,22,143.0,133.1,27.0,73.0,600,353,2022,1998,Yapı Kredi Yayınları,,,,
Gazi Mustafa Kemal Atatürk,İlber Ortaylı,8.9,"['Araştırma-İnceleme', 'Biyografi', 'Tarih']",,11600,3546,159.25,141.49,60.5,39.5,816,480,2018,0,Kronik Kitap,,,,
Kiraz Ağacı ile Aramızdaki Mesafe,Paola Peretti,8.5,"['Edebiyat', 'Gençlik', 'Roman']",Esma Fethiye Güçlü,11500,2850,91.0,89.38,8.299999999999997,91.7,354,208,2020,0, Genç Timaş Yayınları,,,,
Gündüzsefası,Sarah Jio,8.6,"['Aşk', 'Edebiyat', 'Roman']",Duygu Parsadan,11500,2217,177.0,174.56,3.4000000000000057,96.6,612,360,2014,2013,Arkadya Yayınları,,,,
İyi Hissetmek,David Burns,8.6,"['Psikoloji', 'İnsan ve Toplum']",Özlem Mestçioğlu,11500,3203,210.0,165.03,26.400000000000006,73.6,687,404,2018,2015,Psikonet Yayınları,Alp Karaosmanoğlu,,,
Atomik Alışkanlıklar,James Clear,8.6,"['Araştırma-İnceleme', 'Psikoloji', 'Kişisel Gelişim', 'Ekonomi-Emek-İş Dünyası', 'İnsan ve Toplum']",Sevinç Seyla Tezcan,11500,2724,161.4,138.4,32.400000000000006,67.6,580,341,2022,2018,Pegasus Yayınları,Tüvana Zararsız,Fatma Can,,
Kabil,José Saramago,7.3,"['Edebiyat', 'Roman']",Işık Ergüden,11400,2317,108.0,82.7,40.3,59.7,236,139,2018,0,Kırmızı Kedi Yayınevi,,,,
Seher,Selahattin Demirtaş,9.0,"['Edebiyat', 'Hikaye (Öykü)']",,11400,3269,106.6,95.16,44.4,55.6,238,140,2017,0,Dipnot Yayınları,,Bahar Demirtaş,,
Gezgin,Halil Cibran,7.0,"['Edebiyat', 'Felsefe-Düşünce', 'Hikaye (Öykü)']",Kenan Sarıalioğlu,11400,1796,26.0,23.25,32.599999999999994,67.4,122,72,2017,1923,Türkiye İş Bankası Kültür Yayınları,,,,
Damızlık Kızın Öyküsü,Margaret Atwood,8.0,"['Roman', 'Bilim-Kurgu', 'Edebiyat']",Özcan Kabakçıoğlu,11300,2885,198.9,168.58,16.200000000000003,83.8,653,384,2019,1985,Doğan Kitap,,,,
Gulyabani,Hüseyin Rahmi Gürpınar,8.3,"['Roman', 'Edebiyat', 'Türk Klasikleri']",Hacer Er,11300,2470,24.7,29.25,27.5,72.5,228,134,2024,1913,Türkiye İş Bankası Kültür Yayınları,,,,
Yeşil Deniz Kabuğu,Sarah Jio,8.3,"['Edebiyat', 'Roman']",Fatma Zeynep Öztürk,11300,2261,59.5,48.7,10.900000000000006,89.1,530,312,2015,0,Pena Yayınları,,,,
Kelebek Adası,Sarah Jio,8.3,"['Aşk', 'Edebiyat', 'Roman']",Fatma Zeynep Öztürk,11300,2318,81.65,125.84,6.5,93.5,490,288,2019,0,Pena Yayınları,Gökçe Yavaş,Karen Yardımlı,,
Tom Sawyer’ın Maceraları,Mark Twain,8.0,"['Roman', 'Dünya Klasikleri', 'Çocuk', 'Edebiyat']",Bülent O. Doğan,11300,1781,48.1,48.05,39.4,60.6,442,260,2022,1876,Türkiye İş Bankası Kültür Yayınları,,,,
Piruze,Sinan Akyüz,8.7,"['Edebiyat', 'Roman']",,11300,2149,161.85,156.87,8.400000000000006,91.6,770,453,2021,2016,Alfa Yayınları,,Gökhan Burhan,,
Eyvallah 1,Hikmet Anıl Öztekin,7.9,"['Deneme-İnceleme', 'Edebiyat']",,11200,2479,126.0,,25.900000000000006,74.1,381,224,2017,2016,Hayy Kitap,Caner Yaman,,,
Oğullar ve Rencide Ruhlar,Alper Canıgüz,8.3,"['Roman', 'Edebiyat']",,11200,2516,35.1,85.05,32.900000000000006,67.1,347,204,2020,0,İletişim Yayınları,Murat Gültekingil,,,
Germinal,Emile Zola,8.9,"['Dünya Klasikleri', 'Edebiyat', 'Roman']",Bertan Onaran,11200,3169,104.0,114.4,43.9,56.1,945,556,2019,1885,Türkiye İş Bankası Kültür Yayınları,,,,
Sabah Uykum,Ahmet Batman,6.2,"['Deneme-İnceleme', 'Edebiyat']",,11100,1732,140.0,,19.200000000000003,80.8,381,224,2013,0,Destek Yayınları,,,,
Venedik Taciri,William Shakespeare,8.2,"['Dünya Klasikleri', 'Edebiyat', 'Tiyatro', 'Senaryo-Oyun']",Özdemir Nutku,11100,2147,33.8,32.5,38.8,61.2,196,115,2022,1596,Türkiye İş Bankası Kültür Yayınları,,,,
Kumral Ada Mavi Tuna,Buket Uzuner,8.2,"['Roman', 'Edebiyat']",,11100,2478,256.75,268.44,17.0,83.0,850,500,2021,2002,Everest Yayınları,,,,
Üç Anadolu Efsanesi,Yaşar Kemal,8.7,"['Edebiyat', 'Efsaneler-Destanlar', 'Roman']",,11100,2368,117.0,111.8,40.8,59.2,377,222,2017,1967,Yapı Kredi Yayınları,,,,
Aşkın Gözyaşları 2 - Hz. Mevlana,Sinan Yağmur,8.4,"['Biyografi', 'Edebiyat', 'Roman', 'Tasavvuf-Mezhepler-Tarikatlar']",,11000,1909,146.25,155.25,31.299999999999997,68.7,449,264,2016,2011,Kapı Yayınları,,,,
Kreutzer Sonat,Lev Tolstoy,7.7,"['Hikaye (Öykü)', 'Dünya Klasikleri', 'Edebiyat', 'Novella']",Ayşe Hacıhasanoğlu,11000,2403,46.8,34.1,44.9,55.1,238,140,2019,1889,Türkiye İş Bankası Kültür Yayınları,,,,
İmkansızın Şarkısı,Haruki Murakami,7.1,"['Aşk', 'Edebiyat', 'Roman']",Hüseyin Can Erkin,11000,2215,195.0,165.28,26.799999999999997,73.2,598,352,2015,1987,Doğan Kitap,,,,
Ejderha Dövmeli Kız,Stieg Larsson,8.7,"['Roman', 'Polisiye', 'Edebiyat']",Ali Arda,11000,2436,197.45,188.48,30.599999999999994,69.4,1098,646,2013,2006,Pegasus Yayınları,Özkan Özdem,Yunus Bora Ülke,,
Elia ile Yolculuk,Zülfü Livaneli,7.2,"['Anı-Mektup-Günlük', 'Edebiyat']",,10900,1869,196.0,,31.200000000000003,68.8,204,120,2020,0,Karakarga Yayınları,,,,
Yoksulluk İçimizde,Mustafa Kutlu,8.0,"['Hikaye (Öykü)', 'Edebiyat']",,10900,2067,75.0,65.0,27.700000000000003,72.3,177,104,2021,1981,Dergâh Yayınları,,,,
Kavgam,Adolf Hitler,7.4,"['Siyaset-Politika', 'Tarih']",Ergün Aydın,10900,2091,85.0,29.7,61.0,39.0,925,544,2016,1925,En Kitap,,,,
